No.,VarAddr,VarName,VarValue,Timestamp,KindofData,is_ConnectedWifi
10,ns=4;i=7,tmInjTime,45.5299987792968,2024-01-27T18:07:44.626650,Siemens,1
11,ns=4;i=12,counterShot,18343,2024-01-27T18:07:45.632068,Siemens,1
12,ns=4;i=9,tmChargeTime,15.0200004577636,2024-01-27T18:07:47.638889,Siemens,1
13,ns=4;i=13,Switch Over Pos,19.2000007629394,2024-01-27T18:07:50.651250,Siemens,1
14,ns=4;i=7,tmInjTime,45.4199981689453,2024-01-27T18:08:29.723931,Siemens,1
15,ns=4;i=12,counterShot,18344,2024-01-27T18:08:31.730582,Siemens,1
16,ns=4;i=13,Switch Over Pos,19.3999996185302,2024-01-27T18:08:32.737354,Siemens,1
17,ns=4;i=9,tmChargeTime,14.8800001144409,2024-01-27T18:08:34.754350,Siemens,1
18,ns=4;i=10,tmClpClsTime,8.60000038146972,2024-01-27T18:08:35.766368,Siemens,1
19,ns=4;i=7,tmInjTime,45.1899986267089,2024-01-27T18:09:14.850144,Siemens,1
20,None,DEATH,N02/DV01,2024-01-27T18:09:14.979549,Siemens,0
21,None,DEATH,N02,2024-01-27T18:09:14.988585,Siemens,0
22,None,DEATH,N03/DV01,2024-01-27T18:09:15.005295,Omron,0
23,None,DEATH,N03,2024-01-27T18:09:15.021531,Omron,0
24,None,DEATH,N02/DV01,2024-01-27T18:09:15.037138,Siemens,0
25,None,DEATH,N02,2024-01-27T18:09:15.053882,Siemens,0
26,None,DEATH,N03/DV01,2024-01-27T18:09:15.071718,Omron,0
27,None,DEATH,N03,2024-01-27T18:09:15.089394,Omron,0
28,ns=4;i=12,counterShot,18345,2024-01-27T18:09:15.849820,Siemens,0
29,ns=4;i=9,tmChargeTime,14.7100000381469,2024-01-27T18:09:17.863161,Siemens,1
30,ns=4;i=10,tmClpClsTime,8.57999992370605,2024-01-27T18:09:18.862998,Siemens,1
31,ns=4;i=11,Nozzle Temp,201,2024-01-27T18:09:52.933443,Siemens,1
32,ns=4;i=7,tmInjTime,45.1800003051757,2024-01-27T18:09:59.944892,Siemens,1
33,ns=4;i=12,counterShot,18346,2024-01-27T18:10:00.950587,Siemens,1
34,ns=4;i=9,tmChargeTime,14.67000008,2024-01-27T18:10:02.973505,Siemens,1
35,ns=4;i=10,tmClpClsTime,8.59000015258789,2024-01-27T18:10:03.980520,Siemens,1
36,ns=4;i=11,Nozzle Temp,200,2024-01-27T18:10:28.028093,Siemens,1
37,ns=4;i=7,tmInjTime,45.4300003051757,2024-01-27T18:10:45.067014,Siemens,1
38,ns=4;i=12,counterShot,18347,2024-01-27T18:10:47.069664,Siemens,1
39,ns=4;i=9,tmChargeTime,14.9399995803833,2024-01-27T18:10:50.078031,Siemens,1
40,ns=4;i=8,tmClpOpnTime,3.23000001907348,2024-01-27T18:10:51.075178,Siemens,1
41,ns=4;i=13,Switch Over Pos,19.5,2024-01-27T18:10:52.094104,Siemens,1
42,ns=4;i=7,tmInjTime,45.4799995422363,2024-01-27T18:11:31.180481,Siemens,1
43,ns=4;i=12,counterShot,18348,2024-01-27T18:11:32.173367,Siemens,1
44,ns=4;i=9,tmChargeTime,15.0100002288818,2024-01-27T18:11:34.181695,Siemens,1
45,ns=4;i=10,tmClpClsTime,8.60999965667724,2024-01-27T18:11:35.198519,Siemens,1
46,ns=4;i=8,tmClpOpnTime,3.24000000953674,2024-01-27T18:11:36.203740,Siemens,1
47,ns=4;i=7,tmInjTime,45.349998474121,2024-01-27T18:12:16.286946,Siemens,1
48,ns=4;i=12,counterShot,18349,2024-01-27T18:12:17.281481,Siemens,1
49,ns=4;i=9,tmChargeTime,14.7799997329711,2024-01-27T18:12:19.288452,Siemens,1
50,ns=4;i=10,tmClpClsTime,8.63000011444091,2024-01-27T18:12:20.308738,Siemens,1
51,ns=4;i=13,Switch Over Pos,19.6000003814697,2024-01-27T18:12:22.304233,Siemens,1
52,ns=4;i=11,Nozzle Temp,201,2024-01-27T18:12:47.365417,Siemens,1
53,ns=4;i=11,Nozzle Temp,200,2024-01-27T18:12:57.394823,Siemens,1
54,ns=4;i=7,tmInjTime,45.5800018310546,2024-01-27T18:13:02.411151,Siemens,1
55,ns=4;i=11,Nozzle Temp,199,2024-01-27T18:13:03.415334,Siemens,1
56,ns=4;i=12,counterShot,18350,2024-01-27T18:13:04.423961,Siemens,1
57,ns=4;i=13,Switch Over Pos,19.5,2024-01-27T18:13:05.427548,Siemens,1
58,ns=4;i=9,tmChargeTime,15.0500001907348,2024-01-27T18:13:07.438263,Siemens,1
59,ns=4;i=10,tmClpClsTime,8.61999988555908,2024-01-27T18:13:08.441620,Siemens,1
60,ns=4;i=11,Nozzle Temp,200,2024-01-27T18:13:12.450700,Siemens,1
61,ns=4;i=11,Nozzle Temp,201,2024-01-27T18:13:16.463336,Siemens,1
62,ns=4;i=7,tmInjTime,45.5099983215332,2024-01-27T18:13:48.545573,Siemens,1
63,ns=4;i=11,Nozzle Temp,200,2024-01-27T18:13:49.548314,Siemens,1
64,ns=4;i=12,counterShot,18341,2024-01-27T18:13:50.553193,Siemens,1
65,ns=4;i=13,Switch Over Pos,19.3999996185302,2024-01-27T18:13:51.556899,Siemens,1
66,ns=4;i=8,tmClpOpnTime,3.23000001907348,2024-01-27T18:13:56.574777,Siemens,1
67,ns=4;i=9,tmChargeTime,15.0200004577636,2024-01-27T18:13:57.579925,Siemens,1
68,ns=4;i=10,tmClpClsTime,8.57999992370605,2024-01-27T18:13:58.584401,Siemens,1
69,ns=4;i=11,Nozzle Temp,201,2024-01-27T18:14:00.591552,Siemens,1
70,ns=4;i=11,Nozzle Temp,200,2024-01-27T18:14:19.636296,Siemens,1
71,ns=4;i=7,tmInjTime,45.3699989318847,2024-01-27T18:14:33.659526,Siemens,1
72,ns=4;i=12,counterShot,18342,2024-01-27T18:14:35.669345,Siemens,1
73,ns=4;i=9,tmChargeTime,14.8800001144409,2024-01-27T18:14:37.676216,Siemens,1
74,ns=4;i=10,tmClpClsTime,8.59000015258789,2024-01-27T18:14:38.680521,Siemens,1
75,ns=4;i=8,tmClpOpnTime,3.24000000953674,2024-01-27T18:14:39.682011,Siemens,1
76,ns=4;i=12,counterShot,18343,2024-01-27T18:15:19.773093,Siemens,1
77,ns=4;i=7,tmInjTime,45.5299987792968,2024-01-27T18:15:19.773093,Siemens,1
78,ns=4;i=9,tmChargeTime,15.0200004577636,2024-01-27T18:15:21.774328,Siemens,1
79,ns=4;i=13,Switch Over Pos,19.2000007629394,2024-01-27T18:15:24.789626,Siemens,1
0,ns=4;i=14,cycleTime,11.5,2024-01-27T18:16:29.004167,Siemens,1
1,ns=4;i=12,counterShot,18344,2024-01-27T18:16:29.005194,Siemens,1
2,ns=4;i=13,Switch Over Pos,19.3999996185302,2024-01-27T18:16:29.016184,Siemens,1
3,ns=4;i=11,Nozzle Temp,200,2024-01-27T18:16:29.024211,Siemens,1
4,ns=4;i=7,tmInjTime,45.4199981689453,2024-01-27T18:16:29.033594,Siemens,1
5,ns=4;i=15,tmCoolingTime,18.0,2024-01-27T18:16:29.043622,Siemens,1
6,ns=4;i=16,Injection Peak Pressure,122.0,2024-01-27T18:16:29.051619,Siemens,1
7,ns=4;i=8,tmClpOpnTime,3.24000000953674,2024-01-27T18:16:29.061615,Siemens,1
8,ns=4;i=9,tmChargeTime,14.8800001144409,2024-01-27T18:16:29.069616,Siemens,1
9,ns=4;i=10,tmClpClsTime,8.60000038146972,2024-01-27T18:16:29.079614,Siemens,1
10,ns=4;i=7,tmInjTime,45.1899986267089,2024-01-27T18:16:50.039269,Siemens,1
11,ns=4;i=12,counterShot,18345,2024-01-27T18:16:51.039116,Siemens,1
12,ns=4;i=9,tmChargeTime,14.7100000381469,2024-01-27T18:16:53.040965,Siemens,1
13,ns=4;i=10,tmClpClsTime,8.57999992370605,2024-01-27T18:16:54.040875,Siemens,1
14,ns=4;i=11,Nozzle Temp,201,2024-01-27T18:17:28.110244,Siemens,1
15,ns=4;i=7,tmInjTime,45.1800003051757,2024-01-27T18:17:35.122538,Siemens,1
16,ns=4;i=12,counterShot,18346,2024-01-27T18:17:36.128025,Siemens,1
17,ns=4;i=9,tmChargeTime,14.67000008,2024-01-27T18:17:38.134492,Siemens,1
18,ns=4;i=10,tmClpClsTime,8.59000015258789,2024-01-27T18:17:39.132342,Siemens,1
19,ns=4;i=11,Nozzle Temp,200,2024-01-27T18:18:03.173114,Siemens,1
20,ns=4;i=7,tmInjTime,45.4300003051757,2024-01-27T18:18:20.191896,Siemens,1
21,ns=4;i=12,counterShot,18347,2024-01-27T18:18:22.195313,Siemens,1
22,ns=4;i=9,tmChargeTime,14.9399995803833,2024-01-27T18:18:25.196417,Siemens,1
23,ns=4;i=8,tmClpOpnTime,3.23000001907348,2024-01-27T18:18:26.213975,Siemens,1
24,ns=4;i=13,Switch Over Pos,19.5,2024-01-27T18:18:27.207892,Siemens,1
